"Плей-лист на СУББОТА, 16.05.2015 г. Перец Европа",,,,,,,,,,
"Источник, логотип",Время выхода в эфир,Название передачи,Хронометраж,Таймкод начальный,Таймкод конечный,Номер эфирной кассеты,GPO,Аудит,Тип рекламы,Б/С
Лого ДА,21:43:34:16,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,21:43:35:16,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,21:44:05:16,Участок.Дача.с15мая_ПнЧт20_10 Нов,00:00:10:00,00:00:00:00,00:00:10:00,VAN002838,,,,
Лого ДА,21:44:15:16,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:02:00/00:00:08:00/BY_S23.tga,00:08:40:12,00:51:12:14,00:59:53:01,PR_121039660,"GR118
00:00:00:00/00:00:08:00
00:02:02:00/00:00:08:00",16+,,"00:00:08:00/00:01:54:00
00:02:10:00/00:06:30:12"
Лого ДА,21:52:56:03,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,21:53:41:03,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,21:53:46:03,970_3D Airfryer WO SOUP _off price FN  Спонсорство Перец 2015,00:01:00:00,00:00:00:00,00:01:00:00,502356,,,СЗО,
Лого ДА,21:54:46:03,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,21:54:51:03,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,21:55:21:03,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,21:55:51:03,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:37:00/00:00:08:00/BY_S23.tga,00:09:44:14,00:59:53:03,01:09:37:17,PR_121039660,"GR119
00:00:00:00/00:00:08:00
00:02:37:00/00:00:08:00",16+,,"00:00:08:00/00:02:29:00
00:02:45:00/00:06:59:14"
Лого ДА,22:05:35:17,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,22:05:40:17,Skittles  1 Giraffe,00:00:15:00,00:00:00:00,00:00:15:00,357353,,,КР,
Лого ДА,22:05:55:17,DeAgostini  CV2 Tank T-72 01/15 fed,00:00:05:00,00:00:00:00,00:00:05:00,476719,,,КР,
Лого ДА,22:06:00:17,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,22:06:20:17,Durex  Vinyl 02/15,00:00:20:00,00:00:00:00,00:00:20:00,485027,,,КР,
Лого ДА,22:06:40:17,Renault Sandero  В ритме элементов May 2015 титр1/00:00:26:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,500532,"GR120
00:00:26:00/00:00:01:00",,КР,
Лого ДА,22:07:10:17,Роллтон Вермишель БП,00:00:15:00,00:00:00:00,00:00:15:00,502464,,,КР,
Лого ДА,22:07:25:17,DeAgostini  CV Tank T-72 01/15 fed,00:00:10:00,00:00:00:00,00:00:10:00,476713,,,КР,
Лого ДА,22:07:35:17,Мегафон  Мегафон-Качество,00:00:20:00,00:00:00:00,00:00:20:00,501377,,,КР,
Лого ДА,22:07:55:17,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,22:07:56:17,Вечер.ПнЧт.с18мая.(Уч-20+1/5-21+С-22)_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002906,,,,
Лого ДА,22:08:26:17,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,22:08:56:17,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:40:00/00:00:08:00/BY_S23.tga,00:08:31:20,01:09:37:20,01:18:09:15,PR_121039660,"GR121
00:00:00:00/00:00:08:00
00:02:40:00/00:00:08:00",16+,,"00:00:08:00/00:02:32:00
00:02:48:00/00:05:43:20"
Лого ДА,22:17:28:12,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,22:17:58:12,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,22:18:03:12,Lipton Ice Tea  Cool Journey,00:00:15:00,00:00:00:00,00:00:15:00,501680,,,КР,
Лого ДА,22:18:18:12,Skittles  1 Giraffe,00:00:15:00,00:00:00:00,00:00:15:00,357353,,,КР,
Лого ДА,22:18:33:12,Machine Zone  Решение,00:00:30:00,00:00:00:00,00:00:30:00,501765,,,КР,
Лого ДА,22:19:03:12,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,22:19:23:12,"Тойота РАВ4,Тойота Камри,Тойота Королла  Тактическая кампания май 2015 титр1/00:00:06:00/00:00:01:00/PCDA0415.tga",00:00:20:00,00:00:00:00,00:00:20:00,503328,"GR122
00:00:06:00/00:00:01:00",,КР,
Лого ДА,22:19:43:12,Orbit  Аэропорт 2015,00:00:15:00,00:00:00:00,00:00:15:00,483767,,,КР,
Лого ДА,22:19:58:12,Мегафон  Мегафон-Качество,00:00:20:00,00:00:00:00,00:00:20:00,501377,,,КР,
Лого ДА,22:20:18:12,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,22:20:19:12,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,22:21:04:12,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,22:21:19:12,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:21:00/00:00:08:00/BY_S23.tga,00:06:13:00,01:18:09:17,01:24:22:17,PR_121039660,"GR123
00:00:00:00/00:00:08:00
00:02:21:00/00:00:08:00",16+,,"00:00:08:00/00:02:13:00
00:02:29:00/00:03:44:00"
Лого ДА,22:27:32:12,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,22:28:02:12,Светофор.с18мая_ПнЧт22_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002998,,,,
Лого ДА,22:28:17:12,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,22:28:22:12,Colgate Total  Colgate Total_2015_15,00:00:15:00,00:00:00:00,00:00:15:00,485756,,,КРП,
Лого ДА,22:28:37:12,Rexona  Venus`30,00:00:30:00,00:00:00:00,00:00:30:00,491928,,,КРП,
Лого ДА,22:29:07:12,Sensodyne  Востановление и защита,00:00:30:00,00:00:00:00,00:00:30:00,476770,,,КРП,
Лого ДА,22:29:37:12,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,22:29:42:12,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,22:30:12:12,Вечер.ПнЧт.с18мая.(Уч-20+1/5-21+С-22)_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002906,,,,
Лого ДА,22:30:42:12,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:57:00/00:00:08:00/BY_S23.tga,00:10:50:20,01:24:23:12,01:35:14:07,PR_121039660,"GR124
00:00:00:00/00:00:08:00
00:02:57:00/00:00:08:00",16+,,"00:00:08:00/00:02:49:00
00:03:05:00/00:07:45:20"
Лого ДА,22:41:33:07,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,22:42:03:07,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,22:42:08:07,Nivea Face Care  Double Effect,00:00:15:00,00:00:00:00,00:00:15:00,500136,,,КР,
Лого ДА,22:42:23:07,Volkswagen  VW “Tiguan & Polo CLUB”,00:00:30:00,00:00:00:00,00:00:30:00,493022,,,КР,
Лого ДА,22:42:53:07,Machine Zone  Решение,00:00:30:00,00:00:00:00,00:00:30:00,501765,,,КР,
Лого ДА,22:43:23:07,Мегафон  Мегафон-Качество титр1/00:00:11:00/00:00:01:00/PCDA0415.tga,00:00:20:00,00:00:00:00,00:00:20:00,501377,"GR125
00:00:11:00/00:00:01:00",,КР,
Лого ДА,22:43:43:07,Durex  Vinyl 02/15,00:00:20:00,00:00:00:00,00:00:20:00,485027,,,КР,
Лого ДА,22:44:03:07,Rexona  Venus'20,00:00:20:00,00:00:00:00,00:00:20:00,495450,,,КР,
Лого ДА,22:44:23:07,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,22:44:24:07,ЧтоБылоДальше.с18мая_ПнЧт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002911,,,,
Лого ДА,22:44:54:07,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,22:45:24:07,БУМЕР. ФИЛЬМ ВТОРОЙ (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:46:00/00:00:08:00/BY_S23.tga,00:06:11:05,01:35:14:09,01:41:25:14,PR_121039660,"GR126
00:00:00:00/00:00:08:00
00:02:46:00/00:00:08:00",16+,,"00:00:08:00/00:02:38:00
00:02:54:00/00:03:17:05"
Лого ДА,22:51:35:12,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,22:52:20:12,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,22:52:25:12,Colgate Total  Colgate Total_2015_15,00:00:15:00,00:00:00:00,00:00:15:00,485756,,,КРП,
Лого ДА,22:52:40:12,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КРП,
Лого ДА,22:53:05:12,Colgate SAN  Colgate SAN_2015_20,00:00:20:00,00:00:00:00,00:00:20:00,493063,,,КРП,
Лого ДА,22:53:25:12,ID_PERETZ_NEW_3_ENR,00:00:03:02,00:00:00:00,00:00:03:02,PGR_0029_ENR,_ENR,,,
Лого ДА,22:53:28:14,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,22:53:58:14,Светофор.с18мая_ПнЧт22_10,00:00:10:00,00:00:00:00,00:00:10:00,VAN002999,,,,
Лого ДА,22:54:08:14,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,22:54:23:14,БУМЕР. ФИЛЬМ ВТОРОЙ (окончание) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:04:01:00/00:00:08:00/BY_S23.tga,00:05:05:11,01:41:25:16,01:46:31:02,PR_121039660,"GR127
00:00:00:00/00:00:08:00
00:04:01:00/00:00:08:00",16+,,"00:00:08:00/00:03:53:00
00:04:09:00/00:00:56:11"
Лого ДА,22:59:29:00,"БУМЕР.ФИЛЬМ 2._ТИТРЫ.16,17.05",00:00:31:00,00:00:00:00,00:00:31:00,VAT000392,,,,
Лого ДА,23:00:00:00,9MАЯ_КУРЕНИЕ,00:00:05:00,00:00:00:00,00:00:05:00,GRF_0054,,,,
Лого ДА,23:00:05:00,БУМЕР (начало) титр2/00:00:00:00/00:00:08:00/P_18.tga титр4/00:04:26:00/00:00:08:00/Y_PCH20_.tga,00:09:17:08,00:00:00:06,00:09:17:14,PR_121039637,"GR128
00:00:00:00/00:00:08:00
00:04:26:00/00:00:08:00",18+,,"00:00:08:00/00:04:18:00
00:04:34:00/00:04:43:08"
Лого ДА,23:09:22:08,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,23:09:52:08,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,23:09:57:08,Snickers  Mr.Bean,00:00:20:00,00:00:00:00,00:00:20:00,492792,,,КР,
Лого ДА,23:10:17:08,Lipton Ice Tea  Cool Journey,00:00:30:00,00:00:00:00,00:00:30:00,501607,,,КР,
Лого ДА,23:10:47:08,МТС Бит Имидж  19.03.2015,00:00:45:00,00:00:00:00,00:00:45:00,495318,,,КР,
Лого ДА,23:11:32:08,Durex  Vinyl 02/15,00:00:20:00,00:00:00:00,00:00:20:00,485027,,,КР,
Лого ДА,23:11:52:08,Авито  Общий v2,00:00:05:00,00:00:00:00,00:00:05:00,493418,,,КР,
Лого ДА,23:11:57:08,"Тойота РАВ4,Тойота Камри,Тойота Королла  Тактическая кампания май 2015",00:00:20:00,00:00:00:00,00:00:20:00,503328,,,КР,
Лого ДА,23:12:17:08,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,23:12:22:08,Adrenaline Rush  Секрет успеха 4,00:00:15:00,00:00:00:00,00:00:15:00,494896,,,КР,
Лого ДА,23:12:37:08,Витапрост  Витапрост v2 титр1/00:00:01:00/00:00:01:00/PCDA0415.tga,00:00:10:00,00:00:00:00,00:00:10:00,498326,"GR129
00:00:01:00/00:00:01:00",,КР,
Лого ДА,23:12:47:08,Мегафон  Мегафон-Качество,00:00:20:00,00:00:00:00,00:00:20:00,501377,,,КР,
Лого ДА,23:13:07:08,Bon Aqua  Бассейн(2015),00:00:15:00,00:00:00:00,00:00:15:00,487529,,,КР,
Лого ДА,23:13:22:08,DeAgostini  CV2 Tank T-72 01/15 fed,00:00:05:00,00:00:00:00,00:00:05:00,476719,,,КР,
Лого ДА,23:13:27:08,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,23:13:28:08,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,23:14:13:08,БУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga,00:08:24:06,00:09:17:16,00:17:41:22,PR_121039637,"GR130
00:00:00:00/00:00:08:00",18+,,00:00:08:00/00:08:16:06
Лого ДА,23:22:37:14,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,23:23:07:14,Участок.Дача.с15мая_ПнЧт20_15 Нов,00:00:15:00,00:00:00:00,00:00:15:00,VAN002995,,,,
Лого ДА,23:23:22:14,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,23:23:27:14,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КРП,
Лого ДА,23:23:52:14,Renault Sandero  В ритме элементов May 2015,00:00:20:00,00:00:00:00,00:00:20:00,499658,,,КРП,
Лого ДА,23:24:12:14,Colgate SAN  Colgate SAN_2015_20,00:00:20:00,00:00:00:00,00:00:20:00,493063,,,КРП,
Лого ДА,23:24:32:14,Напитки из Черноголовки  Лимонад.2015,00:00:10:00,00:00:00:00,00:00:10:00,501287,,,КРП,
Лого ДА,23:24:42:14,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,23:24:47:14,Светофор.с18мая_ПнЧт22_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002998,,,,
Лого ДА,23:25:02:14,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,23:25:32:14,БУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga титр4/00:01:18:00/00:00:08:00/Y_PCH20_.tga,00:08:40:08,00:17:42:00,00:26:22:08,PR_121039637,"GR131
00:00:00:00/00:00:08:00
00:01:18:00/00:00:08:00",18+,,"00:00:08:00/00:01:10:00
00:01:26:00/00:07:14:08"
Лого ДА,23:34:12:22,БУМЕР (продолжение),00:09:40:10,00:26:22:10,00:36:02:20,PR_121039637,,18+,,00:00:00:00/00:09:40:10
Лого ДА,23:43:53:07,Вечер.ПнЧт.с18мая.(Уч-20+1/5-21+С-22)_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002906,,,,
Лого ДА,23:44:23:07,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,23:44:28:07,Skittles  1 Giraffe,00:00:15:00,00:00:00:00,00:00:15:00,357353,,,КР,
Лого ДА,23:44:43:07,Fanta  Фанта клубника витамины,00:00:15:00,00:00:00:00,00:00:15:00,496093,,,КР,
Лого ДА,23:44:58:07,МТС Гугл май  20.04.2015,00:00:30:00,00:00:00:00,00:00:30:00,501023,,,КР,
Лого ДА,23:45:28:07,Святой Источник  Качели-функционал,00:00:20:00,00:00:00:00,00:00:20:00,492178,,,КР,
Лого ДА,23:45:48:07,Приложение Google  Паспорт,00:00:15:00,00:00:00:00,00:00:15:00,501318,,,КР,
Лого ДА,23:46:03:07,Добрый Палпи  Последняя капля,00:00:25:00,00:00:00:00,00:00:25:00,496105,,,КР,
Лого ДА,23:46:28:07,МТС Бит Имидж  19.03.2015,00:00:45:00,00:00:00:00,00:00:45:00,495318,,,КР,
Лого ДА,23:47:13:07,АН-бескорыстная помощь  Соц 2015 титр1/00:00:11:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,502281,"GR132
00:00:11:00/00:00:01:00",,Соц,
Лого ДА,23:47:43:07,Coca-Cola  Бобик 2,00:00:30:00,00:00:00:00,00:00:30:00,501493,,,КР,
Лого ДА,23:48:13:07,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,23:48:14:07,Участок.Лицас15мая_ПнЧт20_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002758,,,,
Лого ДА,23:48:59:07,БУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga титр4/00:03:37:00/00:00:08:00/Y_PCH20_.tga,00:06:46:03,00:36:02:22,00:42:49:00,PR_121039637,"GR133
00:00:00:00/00:00:08:00
00:03:37:00/00:00:08:00",18+,,"00:00:08:00/00:03:29:00
00:03:45:00/00:03:01:03"
Лого ДА,23:55:45:10,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,23:56:15:10,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,23:56:30:10,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,23:56:35:10,Эльдорадо 2015  5m 20 week Tricolor,00:00:15:00,00:00:00:00,00:00:15:00,503054,,,КРП,
Лого ДА,23:56:50:10,Parodontax  Fallen Tree Malkron,00:00:25:00,00:00:00:00,00:00:25:00,492939,,,КРП,
Лого ДА,23:57:15:10,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КРП,
Лого ДА,23:57:35:10,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,23:57:40:10,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,23:58:10:10,Участок.Дача.с15мая_ПнЧт20_15 Нов,00:00:15:00,00:00:00:00,00:00:15:00,VAN002995,,,,
Лого ДА,23:58:25:10,БУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga,00:07:07:08,00:42:51:00,00:49:58:08,PR_121039637,"GR134
00:00:00:00/00:00:08:00",18+,,00:00:08:00/00:06:59:08
Лого ДА,00:05:32:18,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,00:05:37:18,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,00:05:57:18,Мегафон  Мегафон-Качество,00:00:20:00,00:00:00:00,00:00:20:00,501377,,,КР,
Лого ДА,00:06:17:18,Фенистил  Горилла NR15FN0378,00:00:10:00,00:00:00:00,00:00:10:00,497839,,,КР,
Лого ДА,00:06:27:18,Магги Фиксес  Филе,00:00:10:00,00:00:00:00,00:00:10:00,501808,,,КР,
Лого ДА,00:06:37:18,Витапрост  Витапрост v2,00:00:10:00,00:00:00:00,00:00:10:00,498326,,,КР,
Лого ДА,00:06:47:18,Renault Sandero  В ритме элементов May 2015 титр1/00:00:16:00/00:00:01:00/PCDA0415.tga,00:00:20:00,00:00:00:00,00:00:20:00,499658,"GR135
00:00:16:00/00:00:01:00",,КР,
Лого ДА,00:07:07:18,Durex  Vinyl 02/15,00:00:20:00,00:00:00:00,00:00:20:00,485027,,,КР,
Лого ДА,00:07:27:18,DeAgostini  CV Tank T-72 01/15 fed,00:00:10:00,00:00:00:00,00:00:10:00,476713,,,КР,
Лого ДА,00:07:37:18,Orbit  Аэропорт 2015,00:00:15:00,00:00:00:00,00:00:15:00,483767,,,КР,
Лого ДА,00:07:52:18,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,00:07:53:18,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,00:08:23:18,Светофор.с18мая_ПнЧт22_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002998,,,,
Лого ДА,00:08:38:18,БУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga титр4/00:01:54:00/00:00:08:00/Y_PCH20_.tga,00:08:13:20,00:49:58:10,00:58:12:05,PR_121039637,"GR136
00:00:00:00/00:00:08:00
00:01:54:00/00:00:08:00",18+,,"00:00:08:00/00:01:46:00
00:02:02:00/00:06:11:20"
Лого ДА,00:16:52:13,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,00:17:22:13,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,00:17:27:13,Lipton Ice Tea  Cool Journey,00:00:30:00,00:00:00:00,00:00:30:00,501607,,,КР,
Лого ДА,00:17:57:13,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,00:18:02:13,Роллтон Вермишель БП,00:00:15:00,00:00:00:00,00:00:15:00,502464,,,КР,
Лого ДА,00:18:17:13,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,00:18:37:13,Gillette Mach 3  Турбо титр1/00:00:16:00/00:00:01:00/PCDA0415.tga,00:00:20:00,00:00:00:00,00:00:20:00,496076,"GR137
00:00:16:00/00:00:01:00",,КР,
Лого ДА,00:18:57:13,РГС  Десерты,00:00:30:00,00:00:00:00,00:00:30:00,494976,,,КР,
Лого ДА,00:19:27:13,Pepsi  Живи здесь и сейчас Гимн,00:00:15:00,00:00:00:00,00:00:15:00,497835,,,КР,
Лого ДА,00:19:42:13,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,00:19:43:13,БУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga,00:07:25:23,00:58:12:07,01:05:38:05,PR_121039637,"GR138
00:00:00:00/00:00:08:00",18+,,00:00:08:00/00:07:17:23
Лого ДА,00:27:09:11,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,00:27:39:11,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,00:27:54:11,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,00:27:59:11,Colgate Total  Colgate Total_2015_15,00:00:15:00,00:00:00:00,00:00:15:00,485756,,,КРП,
Лого ДА,00:28:14:11,Renault Sandero  В ритме элементов May 2015,00:00:20:00,00:00:00:00,00:00:20:00,499658,,,КРП,
Лого ДА,00:28:34:11,Напитки из Черноголовки  Дюшес.2015,00:00:10:00,00:00:00:00,00:00:10:00,501284,,,КРП,
Лого ДА,00:28:44:11,Sensodyne  Востановление и защита,00:00:30:00,00:00:00:00,00:00:30:00,476770,,,КРП,
Лого ДА,00:29:14:11,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,00:29:19:11,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,00:30:04:11,БУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga титр4/00:03:16:00/00:00:08:00/Y_PCH20_.tga,00:10:04:24,01:05:39:14,01:15:44:13,PR_121039637,"GR139
00:00:00:00/00:00:08:00
00:03:16:00/00:00:08:00",18+,,"00:00:08:00/00:03:08:00
00:03:24:00/00:06:40:24"
Лого ДА,00:40:09:10,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,00:40:39:10,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,00:40:44:10,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,00:40:49:10,WOT  День Победы,00:00:30:00,00:00:00:00,00:00:30:00,496745,,,КР,
Лого ДА,00:41:19:10,Lipton Ice Tea  Cool Journey,00:00:30:00,00:00:00:00,00:00:30:00,501607,,,КР,
