"Плей-лист на СУББОТА, 16.05.2015 г. Перец Европа",,,,,,,,,,
"Источник, логотип",Время выхода в эфир,Название передачи,Хронометраж,Таймкод начальный,Таймкод конечный,Номер эфирной кассеты,GPO,Аудит,Тип рекламы,Б/С
Лого ДА,12:49:29:14,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:02:32:00/00:00:08:00/GS_S15.tga,00:07:16:01,00:42:23:07,00:49:39:08,PR_121039576,"GR049
00:00:00:00/00:00:08:00
00:02:32:00/00:00:08:00",0+,,"00:00:08:00/00:02:24:00
00:02:40:00/00:04:36:01"
Лого ДА,12:56:45:15,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение),00:05:44:20,00:50:14:21,00:55:59:16,PR_121039576,,0+,,00:00:00:00/00:05:44:20
Лого ДА,13:02:30:10,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение),00:03:58:03,00:56:09:08,01:00:07:11,PR_121039576,,0+,,00:00:00:00/00:03:58:03
Лого ДА,13:06:28:13,ГолубСтрела.16мая_Сег15_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002809,,,,
Лого ДА,13:06:58:13,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,13:07:03:13,Nivea Men  Sensitive Shaving,00:00:20:00,00:00:00:00,00:00:20:00,496210,,,КР,
Лого ДА,13:07:23:13,Nivea Face Care  Double Effect,00:00:15:00,00:00:00:00,00:00:15:00,500136,,,КР,
Лого ДА,13:07:38:13,Релиф  Оркестр v3,00:00:10:00,00:00:00:00,00:00:10:00,486624,,,КР,
Лого ДА,13:07:48:13,J7  J7 Фрукты,00:00:15:00,00:00:00:00,00:00:15:00,501325,,,КР,
Лого ДА,13:08:03:13,Банеоцин  Эффект домино 2,00:00:20:00,00:00:00:00,00:00:20:00,440321,,,КР,
Лого ДА,13:08:23:13,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,13:08:28:13,Чудо  Музей 2,00:00:30:00,00:00:00:00,00:00:30:00,494595,,,КР,
Лого ДА,13:08:58:13,Фенистил  Горилла NR15FN0374,00:00:20:00,00:00:00:00,00:00:20:00,497837,,,КР,
Лого ДА,13:09:18:13,Роллтон Вермишель БП титр1/00:00:11:00/00:00:01:04/PCDA0415.tga,00:00:15:00,00:00:00:00,00:00:15:00,502464,"GR050
00:00:11:00/00:00:01:04",,КР,
Лого ДА,13:09:33:13,Deo Women  Powder Touch 2015,00:00:20:00,00:00:00:00,00:00:20:00,494017,,,КР,
Лого ДА,13:09:53:13,Фруктовый сад  Ветка,00:00:15:00,00:00:00:00,00:00:15:00,500032,,,КР,
Лого ДА,13:10:08:13,Bayer 2015  Бепантен Плюс 10,00:00:10:00,00:00:00:00,00:00:10:00,494981,,,КР,
Лого ДА,13:10:18:13,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:04,00:00:00:00,00:00:01:04,PGR_0013_ENF,_ENF,,,
Лого ДА,13:10:19:17,ЧтоБылоДальше.с18мая_ПнЧт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002911,,,,
Лого ДА,13:10:49:17,Участок.Дача.с15мая_ПнЧт20_15 Нов,00:00:15:00,00:00:00:00,00:00:15:00,VAN002995,,,,
Лого ДА,13:11:04:17,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:02:48:00/00:00:08:00/KITS_S17.tga,00:10:25:08,01:00:12:15,01:10:37:23,PR_121039576,"GR051
00:00:00:00/00:00:08:00
00:02:48:00/00:00:08:00",0+,,"00:00:08:00/00:02:40:00
00:02:56:00/00:07:29:08"
Лого ДА,13:21:30:00,АнтиБум19+Бум2.20.3+Бум23.Скрипка.Съем.16мая_Сег_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002877,,,,
Лого ДА,13:21:50:00,Светофор.с18мая_ПнЧт22_10,00:00:10:00,00:00:00:00,00:00:10:00,VAN002999,,,,
Лого ДА,13:22:00:00,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,13:22:05:00,Deo Men  Black&White Male 15,00:00:15:00,00:00:00:00,00:00:15:00,500623,,,КР,
Лого ДА,13:22:20:00,Nivea Face Care  Double Effect,00:00:15:00,00:00:00:00,00:00:15:00,500136,,,КР,
Лого ДА,13:22:35:00,Fanta  Фанта клубника витамины,00:00:15:00,00:00:00:00,00:00:15:00,496093,,,КР,
Лого ДА,13:22:50:00,Иберогаст  Лаборатория,00:00:15:00,00:00:00:00,00:00:15:00,494990,,,КР,
Лого ДА,13:23:05:00,ВТБ 24  Привилегия-1. Машков,00:00:15:00,00:00:00:00,00:00:15:00,500601,,,КР,
Лого ДА,13:23:20:00,Добрый Палпи  Последняя капля,00:00:25:00,00:00:00:00,00:00:25:00,496105,,,КР,
Лого ДА,13:23:45:00,Банеоцин  Эффект домино 2,00:00:15:00,00:00:00:00,00:00:15:00,440323,,,КР,
Лого ДА,13:24:00:00,МТС Бит Имидж  19.03.2015,00:00:30:00,00:00:00:00,00:00:30:00,495320,,,КР,
Лого ДА,13:24:30:00,Coca-Cola  Бобик 2 титр1/00:00:16:00/00:00:01:24/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,501493,"GR052
00:00:16:00/00:00:01:24",,КР,
Лого ДА,13:25:00:00,Bayer_2015  Бепантен Плюс 20 апрель,00:00:20:00,00:00:00:00,00:00:20:00,485804,,,КР,
Лого ДА,13:25:20:00,Bon Aqua  Бассейн(2015),00:00:15:00,00:00:00:00,00:00:15:00,487529,,,КР,
Лого ДА,13:25:35:00,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:24,00:00:00:00,00:00:01:24,PGR_0013_ENF,_ENF,,,
Лого ДА,13:25:36:24,КитайСервиз.16мая_Сег17_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002821,,,,
Лого ДА,13:25:51:24,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,13:26:21:24,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (окончание) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:02:07:00/00:00:08:00/GS_S15.tga,00:03:07:01,01:10:38:00,01:13:45:01,PR_121039576,"GR053
00:00:00:00/00:00:08:00
00:02:07:00/00:00:08:00",0+,,"00:00:08:00/00:01:59:00
00:02:15:00/00:00:52:01"
Лого ДА,13:29:29:00,ВОЙНА НА ЗАП.НАПРАВЛ. 3 СЕР._ТИТРЫ.16.05,00:00:31:00,00:00:00:00,00:00:31:00,VAT000389,,,,
Лого ДА,13:30:00:00,ГолубСтрела.16мая_Сег15_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002809,,,,
Лого ДА,13:30:30:00,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,13:31:00:00,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,13:31:15:00,ЧТО БЫЛО ДАЛЬШЕ? СЕЗОН 1  1 * 002-я серия. ЧТО БЫЛО ДАЛЬШЕ СЕЗОН1/ WHAT HAPPENED NEXT? SEASON 1 (начало) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:03:09:22/00:00:08:00/KITS_S17.tga,00:05:38:17,00:00:00:00,00:05:38:17,PR_121039057,"GR054
00:00:00:00/00:00:08:00
00:03:09:22/00:00:08:00",0+,,"00:00:08:00/00:03:01:22
00:03:17:22/00:02:20:20"
Лого ДА,13:36:53:17,АнтиБум19+Бум2.20.3+Бум23.16мая_Сег_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002874,,,,
Лого ДА,13:37:38:17,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,13:37:43:17,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КРП,
Лого ДА,13:38:08:17,Renault Sandero  В ритме элементов May 2015,00:00:20:00,00:00:00:00,00:00:20:00,499658,,,КРП,
Лого ДА,13:38:28:17,Colgate Total  Colgate Total_2015_15,00:00:15:00,00:00:00:00,00:00:15:00,485756,,,КРП,
Лого ДА,13:38:43:17,ID_PERETZ_NEW_3_ENR,00:00:03:17,00:00:00:00,00:00:03:17,PGR_0029_ENR,_ENR,,,
Лого ДА,13:38:47:09,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,13:39:32:09,ЧТО БЫЛО ДАЛЬШЕ? СЕЗОН 1 (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:02:38:24/00:00:08:00/GS_S15.tga,00:04:56:10,00:05:39:04,00:10:35:14,PR_121039057,"GR055
00:00:00:00/00:00:08:00
00:02:38:24/00:00:08:00",0+,,"00:00:08:00/00:02:30:24
00:02:46:24/00:02:09:11"
Лого ДА,13:44:28:19,ЧТО БЫЛО ДАЛЬШЕ? СЕЗОН 1 (продолжение) титр4/00:02:31:24/00:00:08:00/KITS_S17.tga,00:04:58:08,00:10:41:23,00:15:40:06,PR_121039057,"GR056
00:02:31:24/00:00:08:00",0+,,"00:00:00:00/00:02:31:24
00:02:39:24/00:02:18:09"
Лого ДА,13:49:27:02,ГолубСтрела.16мая_Сег15_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002809,,,,
Лого ДА,13:49:57:02,КитайСервиз.16мая_Сег17_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002821,,,,
Лого ДА,13:50:12:02,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,13:50:17:02,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КРП,
Лого ДА,13:50:42:02,Renault Sandero  В ритме элементов May 2015,00:00:20:00,00:00:00:00,00:00:20:00,499658,,,КРП,
Лого ДА,13:51:02:02,Напитки из Черноголовки  Лимонад.2015,00:00:10:00,00:00:00:00,00:00:10:00,501287,,,КРП,
Лого ДА,13:51:12:02,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КРП,
Лого ДА,13:51:32:02,ID_PERETZ_NEW_3_ENR,00:00:03:24,00:00:00:00,00:00:03:24,PGR_0029_ENR,_ENR,,,
Лого ДА,13:51:36:01,АнтиБум19+Бум2.20.3+Бум23.16мая_Сег_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002874,,,,
Лого ДА,13:52:21:01,ЧТО БЫЛО ДАЛЬШЕ? СЕЗОН 1 (окончание) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:04:32:00/00:00:08:00/GS_S15.tga,00:06:18:24,00:15:40:22,00:21:59:21,PR_121039057,"GR057
00:00:00:00/00:00:08:00
00:04:32:00/00:00:08:00",0+,,"00:00:08:00/00:04:24:00
00:04:40:00/00:01:38:24"
Лого ДА,13:58:40:00,АнтиБум19+Бум2.20.3+Бум23.Тел.Съем.16мая_Сег_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002880,,,,
Лого ДА,13:59:00:00,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,13:59:30:00,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,14:00:00:00,ЧТО БЫЛО ДАЛЬШЕ? СЕЗОН 1  1 * 003-я серия. ЧТО БЫЛО ДАЛЬШЕ СЕЗОН1/ WHAT HAPPENED NEXT? SEASON 1 (начало) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:03:51:21/00:00:08:00/KITS_S17.tga,00:08:10:04,00:00:20:00,00:08:30:04,PR_121039402,"GR058
00:00:00:00/00:00:08:00
00:03:51:21/00:00:08:00",0+,,"00:00:08:00/00:03:43:21
00:03:59:21/00:04:10:08"
Лого ДА,14:08:10:04,ГолубСтрела.16мая_Сег15_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002809,,,,
Лого ДА,14:08:40:04,КитайСервиз.16мая_Сег17_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002821,,,,
Лого ДА,14:08:55:04,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,14:09:00:04,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КРП,
Лого ДА,14:09:20:04,Colgate Total  Colgate Total_2015_15,00:00:15:00,00:00:00:00,00:00:15:00,485756,,,КРП,
Лого ДА,14:09:35:04,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КРП,
Лого ДА,14:10:00:04,ID_PERETZ_NEW_3_ENR,00:00:03:00,00:00:00:00,00:00:03:00,PGR_0029_ENR,_ENR,,,
Лого ДА,14:10:03:04,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,14:10:33:04,ЧТО БЫЛО ДАЛЬШЕ? СЕЗОН 1 (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:00:43:24/00:00:08:00/GS_S15.tga,00:02:37:10,00:08:31:13,00:11:08:23,PR_121039402,"GR059
00:00:00:00/00:00:08:00
00:00:43:24/00:00:08:00",0+,,"00:00:08:00/00:00:35:24
00:00:51:24/00:01:45:11"
Лого ДА,14:13:10:14,ЧТО БЫЛО ДАЛЬШЕ? СЕЗОН 1 (продолжение) титр4/00:03:46:07/00:00:08:00/KITS_S17.tga,00:05:00:18,00:11:14:20,00:16:15:13,PR_121039402,"GR060
00:03:46:07/00:00:08:00",0+,,"00:00:00:00/00:03:46:07
00:03:54:07/00:01:06:11"
Лого ДА,14:18:11:07,АнтиБум19+Бум2.20.3+Бум23.16мая_Сег_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002874,,,,
Лого ДА,14:18:56:07,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,14:19:01:07,Colgate SAN  Colgate SAN_2015_20,00:00:20:00,00:00:00:00,00:00:20:00,493063,,,КРП,
Лого ДА,14:19:21:07,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КРП,
Лого ДА,14:19:46:07,Rexona  Venus'20,00:00:20:00,00:00:00:00,00:00:20:00,495450,,,КРП,
Лого ДА,14:20:06:07,Напитки из Черноголовки  Тархун.2015,00:00:10:00,00:00:00:00,00:00:10:00,501286,,,КРП,
Лого ДА,14:20:16:07,ID_PERETZ_NEW_3_ENR,00:00:03:15,00:00:00:00,00:00:03:15,PGR_0029_ENR,_ENR,,,
Лого ДА,14:20:19:22,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,14:20:49:22,ЧТО БЫЛО ДАЛЬШЕ? СЕЗОН 1 (окончание) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:04:36:24/00:00:08:00/GS_S15.tga,00:06:04:03,00:16:15:23,00:22:20:01,PR_121039402,"GR061
00:00:00:00/00:00:08:00
00:04:36:24/00:00:08:00",0+,,"00:00:08:00/00:04:28:24
00:04:44:24/00:01:19:04"
Лого ДА,14:30:00:00,СУПЕР УЛЕТКА 23 031-я серия. НОВАЯ ГРАФИКА (начало) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:02:59:20/00:00:08:00/KITS_S17.tga,00:08:46:02,00:00:00:05,00:08:46:07,PR_121025091,"GR062
00:00:00:00/00:00:08:00
00:02:59:20/00:00:08:00",16+,,"00:00:08:00/00:02:51:20
00:03:07:20/00:05:38:07"
Лого ДА,14:38:46:02,АнтиБум19+Бум2.20.3+Бум23.Пьяно.Съем.16мая_Сег_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002902,,,,
Лого ДА,14:39:06:02,Светофор.с18мая_ПнЧт22_10,00:00:10:00,00:00:00:00,00:00:10:00,VAN002999,,,,
Лого ДА,14:39:16:02,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,14:39:21:02,Магги Фиксес  Филе,00:00:10:00,00:00:00:00,00:00:10:00,501808,,,КР,
Лого ДА,14:39:31:02,Orbit  Аэропорт 2015,00:00:15:00,00:00:00:00,00:00:15:00,483767,,,КР,
Лого ДА,14:39:46:02,Rexona  Venus'20,00:00:20:00,00:00:00:00,00:00:20:00,495450,,,КР,
Лого ДА,14:40:06:02,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КР,
Лого ДА,14:40:26:02,"Тойота РАВ4,Тойота Камри,Тойота Королла  Тактическая кампания май 2015",00:00:20:00,00:00:00:00,00:00:20:00,503328,,,КР,
Лого ДА,14:40:46:02,РГС  Десерты,00:00:15:00,00:00:00:00,00:00:15:00,501797,,,КР,
Лого ДА,14:41:01:02,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,14:41:21:02,Snickers  Mr.Bean,00:00:20:00,00:00:00:00,00:00:20:00,492792,,,КР,
Лого ДА,14:41:41:02,Jacobs Velour  Jacobs Velour Launch 1 титр1/00:00:06:00/00:00:01:00/PCDA0415.tga,00:00:25:00,00:00:00:00,00:00:25:00,499416,"GR063
00:00:06:00/00:00:01:00",,КР,
Лого ДА,14:42:06:02,Lay's  05 15 Play,00:00:30:00,00:00:00:00,00:00:30:00,499162,,,КР,
Лого ДА,14:42:36:02,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,14:42:37:02,ГолубСтрела.16мая_Сег15_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002809,,,,
Лого ДА,14:43:07:02,КитайСервиз.16мая_Сег17_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002821,,,,
Лого ДА,14:43:22:02,СУПЕР УЛЕТКА 23 (продолжение) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:03:28:24/00:00:08:00/GS_S15.tga,00:06:57:24,00:08:46:09,00:15:44:08,PR_121025091,"GR064
00:00:00:00/00:00:08:00
00:03:28:24/00:00:08:00",16+,,"00:00:08:00/00:03:20:24
00:03:36:24/00:03:21:00"
Лого ДА,14:50:20:01,ГолубСтрела.16мая_Сег15_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002809,,,,
Лого ДА,14:50:50:01,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,14:50:55:01,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,14:51:15:01,Мегафон  Мегафон-Качество,00:00:20:00,00:00:00:00,00:00:20:00,501377,,,КР,
Лого ДА,14:51:35:01,Orbit  Аэропорт 2015,00:00:15:00,00:00:00:00,00:00:15:00,483767,,,КР,
Лого ДА,14:51:50:01,Святой Источник  Качели-функционал,00:00:20:00,00:00:00:00,00:00:20:00,492178,,,КР,
Лого ДА,14:52:10:01,Machine Zone  Решение,00:00:30:00,00:00:00:00,00:00:30:00,501765,,,КР,
Лого ДА,14:52:40:01,Skittles  1 Giraffe,00:00:15:00,00:00:00:00,00:00:15:00,357353,,,КР,
Лого ДА,14:52:55:01,Кари (обувь)  Кари 4-8 мая 2015 (фед),00:00:10:00,00:00:00:00,00:00:10:00,499291,,,КР,
Лого ДА,14:53:05:01,Релиф  Оркестр v3,00:00:10:00,00:00:00:00,00:00:10:00,486624,,,КР,
Лого ДА,14:53:15:01,Jacobs Velour  Jacobs Velour Launch 1 титр1/00:00:21:00/00:00:01:00/PCDA0415.tga,00:00:25:00,00:00:00:00,00:00:25:00,499416,"GR065
00:00:21:00/00:00:01:00",,КР,
Лого ДА,14:53:40:01,Snickers  Mr.Bean,00:00:20:00,00:00:00:00,00:00:20:00,492792,,,КР,
Лого ДА,14:54:00:01,DeAgostini  CV2 Tank T-72 01/15 fed,00:00:05:00,00:00:00:00,00:00:05:00,476719,,,КР,
Лого ДА,14:54:05:01,Несквик Сириал момс  20 рублей,00:00:20:00,00:00:00:00,00:00:20:00,501251,,,КР,
Лого ДА,14:54:25:01,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,14:54:26:01,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,14:55:11:01,СУПЕР УЛЕТКА 23 (окончание) титр2/00:00:00:00/00:00:08:00/P_16.tga титр4/00:05:35:24/00:00:08:00/GS_S15.tga,00:06:54:15,00:15:44:11,00:22:39:01,PR_121025091,"GR066
00:00:00:00/00:00:08:00
00:05:35:24/00:00:08:00",16+,,"00:00:08:00/00:05:27:24
00:05:43:24/00:01:10:16"
Лого ДА,15:02:05:16,9MАЯ_КУРЕНИЕ,00:00:05:00,00:00:00:00,00:00:05:00,GRF_0054,,,,
Лого ДА,15:02:10:16,"ГОЛУБАЯ СТРЕЛА (СССР, 1958, Х/Ф) (начало) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:01:12:00/00:00:08:00/KITS_S17.tga",00:07:25:07,00:01:15:00,00:08:40:07,PR_121039382,"GR067
00:00:00:00/00:00:08:00
00:01:12:00/00:00:08:00",0+,,"00:00:08:00/00:01:04:00
00:01:20:00/00:06:05:07"
Лого ДА,15:09:35:23,КитайСервиз.16мая_Сег17_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002821,,,,
Лого ДА,15:09:50:23,ЧтоБылоДальше.с18мая_ПнЧт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002911,,,,
Лого ДА,15:10:20:23,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,15:10:25:23,Мужская цепь Арго_2828  С 01.05 Спонсорство Перец 2015,00:01:00:00,00:00:00:00,00:01:00:00,502972,,,СЗО,
Лого ДА,15:11:25:23,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,15:11:30:23,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,15:12:00:23,"ГОЛУБАЯ СТРЕЛА (СССР, 1958, Х/Ф) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:02:03:00/00:00:08:00/ABY_SE19.tga",00:08:38:00,00:08:40:10,00:17:18:10,PR_121039382,"GR068
00:00:00:00/00:00:08:00
00:02:03:00/00:00:08:00",0+,,"00:00:08:00/00:01:55:00
00:02:11:00/00:06:27:00"
Лого ДА,15:20:38:23,АнтиБум19+Бум2.20.3+Бум23.Скрипка.Съем.16мая_Сег_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002877,,,,
Лого ДА,15:20:58:23,Участок.Дача.с15мая_ПнЧт20_10 Нов,00:00:10:00,00:00:00:00,00:00:10:00,VAN002838,,,,
Лого ДА,15:21:08:23,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,15:21:13:23,Deo Women  Powder Touch 2015,00:00:20:00,00:00:00:00,00:00:20:00,494017,,,КР,
Лого ДА,15:21:33:23,Nivea Men  Sensitive Shaving,00:00:20:00,00:00:00:00,00:00:20:00,496210,,,КР,
Лого ДА,15:21:53:23,Nivea Face Care  Double Effect,00:00:15:00,00:00:00:00,00:00:15:00,500136,,,КР,
Лого ДА,15:22:08:23,Volkswagen  VW “Tiguan & Polo CLUB”,00:00:30:00,00:00:00:00,00:00:30:00,493022,,,КР,
Лого ДА,15:22:38:23,Deo Men  Black&White Male 15,00:00:15:00,00:00:00:00,00:00:15:00,500623,,,КР,
Лого ДА,15:22:53:23,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,15:22:58:23,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,15:23:03:23,Эльдорадо 2015  5m 20 week Tricolor,00:00:15:00,00:00:00:00,00:00:15:00,503054,,,КРП,
Лого ДА,15:23:18:23,Colgate Total  Colgate Total_2015_15,00:00:15:00,00:00:00:00,00:00:15:00,485756,,,КРП,
Лого ДА,15:23:33:23,Напитки из Черноголовки  Дюшес.2015,00:00:10:00,00:00:00:00,00:00:10:00,501284,,,КРП,
Лого ДА,15:23:43:23,Renault Sandero  В ритме элементов May 2015,00:00:30:00,00:00:00:00,00:00:30:00,500532,,,КРП,
Лого ДА,15:24:13:23,Colgate SAN  Colgate SAN_2015_20,00:00:20:00,00:00:00:00,00:00:20:00,493063,,,КРП,
Лого ДА,15:24:33:23,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,15:24:38:23,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,15:25:08:23,"ГОЛУБАЯ СТРЕЛА (СССР, 1958, Х/Ф) (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga титр4/00:02:42:00/00:00:08:00/KITS_S17.tga",00:08:49:13,00:17:18:13,00:26:08:01,PR_121039382,"GR069
00:00:00:00/00:00:08:00
00:02:42:00/00:00:08:00",0+,,"00:00:08:00/00:02:34:00
00:02:50:00/00:05:59:13"
Лого ДА,15:33:58:11,КитайСервиз.16мая_Сег17_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002822,,,,
Лого ДА,15:34:28:11,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,15:34:43:11,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,15:34:48:11,Мужская цепь Арго_2828  С 01.05 Спонсорство Перец 2015,00:01:15:00,00:00:00:00,00:01:15:00,502971,,,СЗО,
Лого ДА,15:36:03:11,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,15:36:08:11,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
